"number_of_rows","row","prop_cases_stephensi","message","likelihood","mu0","Q0","chi","bites_Bed","bites_Indoors","delayMos","data_model_difference_1","data_model_difference_2","data_model_difference_3","data_model_difference_4","data_model_difference_5","data_model_difference_6","data_model_difference_7","data_model_difference_8","data_model_difference_9","data_model_difference_10","year1","year2","year3","year4","year5","year6","year7","year8","year9","year10"
200,1,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",91.0262644599099,0.194039191618653,0.171352637524018,0.688848831537668,0.763842915177376,0.545653842816415,10,-63.7679650193336,-15.5319164158725,-2.40233529883439,197.110570198115,3448.09648768526,2986.84316380361,343.990226589827,-6460.01649126891,-1815.3636074184,-696.052653661787,0.101223215442413,0.0995920669079934,0.101105583032477,90,42.9994157830709,18.4003764005463,28.6995656318184,17.6496065515778,14.5503071690099,18.6501683616789
200,2,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",91.1608996417842,0.1704724048477,0.154106860331027,0.783971873075714,0.58520688503915,0.273895248370394,10,-205.606615988279,-18.2994753147215,-2.84063240798585,-91.4430679961174,-3260.07499481067,-9179.00296742354,-11415.7412010528,-8989.29518436418,-8469.22264195942,-3490.13595426813,0.0997628788206266,0.100033191315695,0.100279284134768,79.9990225195222,35.7996894319912,14.7999582094148,21.4999885515758,14.0499539648642,14.5500450382852,15.0499907611416
200,3,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",90.4733422004349,0.153267100012316,0.344320942894439,0.488324946332342,0.186120659644252,0.300298954198107,10,-892.122471725885,-135.389409021923,-23.3656910328631,1112.09418524488,13325.4442070267,9362.35452088652,30882.1194853626,26151.0924977477,18956.0697091418,18899.2272223431,0.00470476130837058,0.0041732843903632,0.0041732843903632,11.7651264536059,6.41115252522266,3.71211702920282,2.99684399938468,2.87205100613154,3.33716398628682,3.99100184160798
200,4,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",95.8746717364313,0.171393033699125,0.381910974716768,0.66162200979807,0.593205281601867,0.233458855135417,10,-709.858448310984,-121.981771603496,-20.8241146673403,-1393.33287338387,491.016400070272,4909.63968155804,30879.9953958386,27014.8594783553,20376.4631310006,21550.1578748274,0.1,0.1,0.1,11.59996,7,4,3.5,3.25,3.75,4.25
200,5,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",94.0985014043846,0.0801957893721585,0.104719334112713,0.167796265793461,0.368099234624215,0.754046122909123,10,-1534.02985372361,-49.3355106093861,-7.89089738644346,-156.590490718276,-7302.70998539978,-6589.88035607382,-1519.45132576585,-21831.6978830635,-8873.90254281029,-20187.8811117955,0.100001072633383,0.0999994168430481,0.100005009278903,33.1997201343189,14.1999255055051,4.00000455480953,7.09996273818946,6.84996322809946,3.75000334200807,7.84996042772353
200,6,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.5370691347278,0.0884212275615013,0.130045164869283,0.450216840982764,0.779785539474805,0.620354857632218,10,-1398.07519986399,-63.4907625190637,-10.2865828069198,-769.93734461625,-12543.1823578745,-22753.9659426237,-39271.8935955461,-22114.2454918681,-16497.2052808044,-13513.0505979584,0.136216279817963,0.001,0.58088599026532,26.0490324604603,10.8412876443934,4.50790740189386,7.55322806169585,4.30491914904152,4.48280328930177,4.8634233356435
200,7,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.972521933731,0.103077640495318,0.15649281219265,0.370956748439049,0.174942153545209,0.771796562892137,10,-1132.30432174396,-67.0970629215813,-10.9112054947242,-155.402652233422,-11918.9070711871,-28357.0255769019,-53708.6360201766,-31651.7900035579,-24612.547787598,-22164.3973678151,0.1,0.1,0.1,22.39984,10.59996,4,7.09996,3.25,3.75,4.25
200,8,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",94.0946519073516,0.0795305702149846,0.120078903586022,0.591698139073286,0.628204875941306,0.145596389376013,10,-1636.88089240336,-66.9761548288697,-10.8833575023266,498.805212444425,-2622.56678094417,-19153.4290901508,-41650.8526436575,-26690.4261178237,-20966.0547546982,-18636.6492322884,0.1,0.1,0.1,25.9998,10.59996,4,7.09996,3.25,3.75,4.25
200,9,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.960507953186,0.0914334111706131,0.139303141367855,0.737709323595988,0.131888413665752,0.209741771704559,10,-1355.90845474699,-68.3385202566381,-11.124412852985,-75.8710046360416,-11597.7228463207,-28992.0275149616,-54618.7015370252,-32814.9509649652,-25412.806917154,-22960.3604498415,0.190674194055395,0.001,0.552637841398483,22.5279139664367,10.7341228054874,4.21566987692268,7.36114561994082,3.81574285556365,4.31339825551532,4.5195467279068
200,10,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",94.0096615801872,0.164007486890932,0.266401117968489,0.353246549278972,0.200039198373616,0.280582058574688,10,-479.072057469273,-63.5973103337692,-10.3112922883223,-432.137152916161,-12931.0060634178,-26476.200301873,-50950.3983402136,-28243.2785274343,-22209.8917378246,-19736.0776186561,0.103236864337488,0.0991877726574399,0.106562480681385,22.4011033210538,10.6001052408974,4.0022166799007,7.10083665552449,3.25446724223089,3.75389620626672,4.25451289305998
200,11,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",90.8549724903294,0.173757580155733,0.138821725777467,0.754252689629748,0.492539574647526,0.69772586503271,10,-162.919461931953,-14.0195710022764,-2.16504921193796,961.692464115127,-2135.66101582599,698.818560407231,-1453.45057580652,-2367.01954773394,-2619.58816870489,-3987.16829612985,0.208238845346605,0.001,0.512149397116191,89.9998253179504,53.758004961614,18.3926967141537,28.6672664686772,17.6328933899205,18.2130205424086,22.2742280914347
200,12,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.1729779591423,0.162219445875649,0.103346671076608,0.756327089115502,0.434200732074956,0.810874722674104,10,-210.663423666892,-9.34192316611021,-1.43521457860345,2985.86087637019,18993.3018971281,-18931.8251536253,2576.09099808484,1454.08584013474,-2353.84742864472,-2496.49159703071,0.109853030970023,0.10052660631493,0.143165426727327,89.9999995587149,89.9999997272949,50.7995147548536,32.2999019891947,32.0498329348349,28.9496871921373,33.0497125475017
200,13,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",92.7074556051189,0.120289237850848,0.13531022793334,0.481637464889783,0.626349723661753,0.714662395411863,10,-725.358478928195,-34.5485358149832,-5.45083146624303,-145.790077758006,-92.0658277357215,-7851.9388619012,-8315.28123947048,-7260.80364423362,-8341.34723218385,-23884.6193600948,0.0999999999994424,0.100000000003296,0.100000000005418,43.999599999996,17.799879999999,7.59996000000239,10.6999200000025,6.84996000000189,7.3499600000015,11.4499200000001
200,14,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",91.7542650191757,0.151155796108882,0.100354923896724,0.605368073043574,0.27335876469326,0.213471384388812,10,-298.07716059258,-10.6325025109328,-1.63657355326848,2628.63370551816,5765.7256037173,-20450.6941584382,-488.492531521049,-747.133450769747,-3132.60208864212,-3353.2628685805,0.100067484968276,0.100134967671189,0.100102531349423,90,90,32.7997233822121,28.6998544066265,24.8497930250151,25.3498002777697,29.4497522282297
200,15,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",92.5672391562082,0.172830540826459,0.229408936807071,0.15967794098271,0.578075873510344,0.672556695451584,10,-304.432793297929,-39.9125158376807,-6.32955737734319,-512.083747743784,246.336543782061,6079.6988427506,14573.0648757337,16268.0872989411,14093.3251763402,17966.9350822132,0.1,0.1,0.1,36.79968,17.79988,7.59996,10.69992,6.84996,7.34996,7.84996
200,16,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.4116242256389,0.183690551548312,0.121498253012192,0.442737403508409,0.833965166611615,0.322529496753999,10,-80.9344007652317,-9.11427352086075,-1.40056176189823,3012.34337466437,19940.4525196055,-20408.9303327782,2180.4467449864,2160.07394913096,-1251.9744021732,-950.679114500177,0.0999333422130309,0.107294104543616,0.130922967749114,89.9971262472892,90,54.3996320246647,32.3000594670072,32.0495270723135,28.9498095533185,33.0496469179762
200,17,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.5359784236261,0.152404041964527,0.204991225335165,0.494830734096342,0.398194424227158,0.59770745929231,10,-467.827091801558,-44.9553408823959,-7.16126444069625,-564.100187879666,-7877.73072366556,-3516.44984439346,-27181.3016135303,-4402.49288248295,-19062.2336361838,-31046.673306853,0.1,0.1,0.1,33.19972,14.19992,4,10.69992,3.25,7.34996,7.84996
200,18,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",92.408430779362,0.163244770220933,0.107057277925778,0.716034753756498,0.151170869113855,0.372968014293786,10,-206.565142047785,-9.85925075030331,-1.51594876183154,2838.52979006283,14010.5685971598,-22303.7045793137,-306.303543304311,-2685.79560167705,-1967.37369764262,-3995.83116954636,0.100000000001123,0.100000000000777,0.100000000004408,90,90,43.5995600000002,28.69972,28.4497200000001,25.34976,33.04968
200,19,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.6352675364913,0.193036785411719,0.129573416368803,0.363892081949269,0.912808214394294,0.465771790148365,10,-33.0303566372445,-8.9530705732049,-1.3749285727358,3043.44449824784,20907.0874084217,-16516.9947227195,-1067.64954497542,678.387448255991,-1408.91209087982,-428.884964471174,0.103850566706974,0.0996308265772167,0.100807032664884,89.9970953161123,89.9928772275325,54.3993009528399,32.2996629729653,32.0497168800774,28.9497243355744,33.0496594025956
200,20,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",96.4528759862004,0.0959043895282257,0.188170218663989,0.330771142542808,0.204823888412346,0.803450074363915,10,-1495.90218301985,-117.905988063071,-20.0234609944965,250.74406598301,13004.8460084283,14210.8918933268,35409.8427679517,27488.8999234916,21097.4763279826,5057.50261597111,0.1,0.1,0.1,15.19992,7,4,3.5,3.69996,3.75,7.84996
200,21,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",96.203716266775,0.0865580153465432,0.167270694650593,0.184741325637043,0.121703973842613,0.849363600762254,10,-1676.70369171214,-114.459248520814,-19.3728193424953,747.098292985883,17079.7026067662,17782.0454926007,6874.95755789441,15495.1220449512,16109.582354475,18887.2669065256,0.1,0.1,0.1,15.19992,7,4,7.09996,3.25,3.75,4.25
200,22,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",89.9783687546567,0.156313702303993,0.352692558860872,0.827445093039261,0.603363226137806,0.815487143993547,10,-867.351850701484,-134.897191350244,-23.265036949332,1123.61946384339,13515.0464450189,9622.27564479258,31047.5133439975,26250.4974089819,19050.2568953345,19032.9881759436,0.00463884083496093,0.00200959074950538,0.001,11.2098760612445,6.69089948036578,3.65354415362259,3.16220629108598,2.88093755449815,3.34010608173562,4.01750851951876
200,23,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",95.4840403755994,0.125231182591745,0.195627082527848,0.709772068431093,0.159435090074456,0.224002980709723,10,-833.719375347944,-67.9131734852319,-11.0542929884002,-762.661227005867,-20870.2166319682,-36635.9480656627,-9193.91192783716,-10211.2545223213,-17561.9010282543,-67761.485935091,0.1,0.1,0.1,22.39984,10.59996,4,3.5,3.25,3.75,7.84996
